tcp,estc,playfile,Wiggins number,author,author 2,author 3,author 4,author 5,translator,in 704 corpus,in 554 corpus,missing from both,title,alternative title,genre,Wiggins genre,DEEP genre,Wiggins contemporary genre,date of writing,date of 1st performance,date of 1st publication,date of text used,play company 1,play company 2,theatre,metre,rhyme,notes
A11179,S116280,,,"Ruggle, George",,,,,,no,no,yes,Ignoramus,,,,Latin CO,,1615,1615,1630,,,,,,,
A42281,R9373,A42281,,"Guarini, Battista",,,,,"Fanshawe, Richard",yes,yes,no,Il Pastor Fido,The Faithful Shepherd,TC,,Pastoral,,1647,1647,1647,1647,,,,,,
A02284,S103502,A02284,1298,"Guarini, Battista",,,,,"Dymock, John (Wiggins: Dymoke)",yes,yes,no,"Il Pastor Fido, or The Faithful Shepherd","Printed: Il pastor fido, or The Faithful Shepherd / Contemporary: The Faithful Shepherd",TC,pastoral,Pastoral,,1601,1601,1602,1602,,,,yes,no,
A04055,S109084,,,Anonymous,,,,,,no,no,yes,Impatient Poverty,,,,Moral IN,,1547,1547,1560,,,,,,,
A01253,S117291,A01253,,"Freeman, Sir Ralph",,,,,,yes,yes,no,Imperiale,,TR,,TR,,1639,1639,1639,1639,,,,,,
fragment - not in tcp?,not in estc?,,208,Anonymous,,,,,,no,no,yes,"Interlude of Detraction, Light Judgment, Verity, and Justice","Wiggins title: Morality Play / Later assigned: Interlude of Detraction, Light Judgment, Verity, and Justice",,moral,not in Annals,,1550,1550,[c.1550],,,,,yes,yes,
A20867,S105365,A20867,1239,"Marston, John",,,,,,yes,yes,no,Jack Drum's Entertainment,"Performed: Jack Drum's Entertainment [or possibly John Drum's Entertainment] / Printed: Jack Drum's Entertainment, or The Comedy of Pasquil and Katherine / Contemporary: John Drum's Entertainment; John Drum's Entertainment, or The Comedy of Pasquil and Katherine; Pasquil and Katherine; Jack Drum",CO,CO,Domestic Comedy,CO,1600,1600,1601,1601,Children of Paul's (second),,,pentameter and prose,no,
A04712,S109241,A04712,278,Anonymous,,,,,,yes,no,no,Jack Juggler,Printed: Jack Juggler / Contemporary: Jack Juggler and Mrs Bongrace / Alternative modernization: Jack Juggler and Mistress Bongrace,IN,CO,CO,IN,1555,1555,1562,1565,,,,yes,yes,
A13062,S111285,A13062,855,Anonymous,,,,,,yes,yes,no,Jack Straw,Printed: The Life and Death of Jack Straw / Contemporary: Jack Straw,HI,HI,HI,interlude,1590,1591,1594,1594,,,,irregular verse and prose,couplets and blank verse,
A04206,S109093,A04206,251,"Udall, Nicholas (?)",,,,,,yes,no,no,Jacob and Esau,Printed: Jacob and Esau,IN,biblical,Biblical IN,CO; IN; HI,1553,1554,1557,1568,,,,yes,yes,
A01513,S105691,A01513_02,438,"Dolce, Ludovico",,,,,"Gascoigne, George; Kinwelmersh, Francis; Yelverton, Christopher",yes,yes,no,Jocasta,Printed/MS: Jocasta,TR,TR,TR,TR,1566,1566,1573,1573,,,Gray's Inn,yes,no,
not in tcp?,S110339,,,"Heywood, John (?)",,,,,,no,no,yes,"Johan Johan the Husband, Tib His Wife, and Sir Johan the Priest",,,,Comic IN,,1520,1520,1533,,,,,,,
not in tcp?,S121090,,,Anonymous,,,,,,no,no,yes,Johan the Evangelist,,,,Moral IN,,1520,1520,[c.1550],,,,,,,
A34847,R693,A34847_05,,"Cox, Robert",,,,,,yes,no,no,John Swabber,,ND,,Droll,,1653,1653,1655,1656,,,,,,
A07332,S122054,A07332,,"May, Thomas",,,,,,yes,yes,no,"Julia Agrippina, Empress of Rome",,TR,,TR,,1628,1628,1639,1639,,,,,,
A11954,S111228,A11954_30,1198,"Shakespeare, William",,,,,,yes,yes,no,Julius Caesar,Performed: Julius Caesar / Printed: The Tragedy of Julius Caesar / Contemporary: Caesar's Tragedy; The Tragedy of Caesar; Caesar; The Life and Death of Julius Caesar,TR,TR,TR,TR,1599,1599,1623,1623,Lord Chamberlain's (Hunsdon's) Men,,presumably the Globe,iambic pentameter and prose,no,
A03241,S104070,A03241_19,,"Heywood, Thomas",,,,,,yes,no,no,Jupiter and Io,,DI,,DI,,1635,1635,1637,1637,,,,,,
not in tcp?,S105193,,410,Anonymous,,,,,,no,no,yes,King Darius,Printed: King Darius / Contemporary: The Story of King Darius / Later assigned: Darius,,moral,Protestant Moral,CO; IN; story; play,1565,1565,1565,,,,,yes,yes,
A11954,S111228,A11954_15,1043,"Shakespeare, William",,,,,,yes,yes,no,King John,Printed: The Life and Death of King John,HI,HI,HI,HI,1596,1596,1623,1623,Lord Chamberlain's (Hunsdon's) Men,,the Theatre (presumably),yes,no,
A37212,R17885,A37212,,"Davenport, Robert",,,,,,yes,yes,no,King John and Matilda,,TR,,HI,,1628,1628,1655,1655,Queen Henrietta Maria's Men,,,,,
A11954,S111228,A11954_33,,"Shakespeare, William",,,,,,yes,yes,no,King Lear,,TR,,TR,,1605,1605,1608,1623,King's Men,,,,,
n/a,n/a,,,"Fletcher, John","Fanshawe, Richard",,,,,no,no,yes,La Fida Pastora,,,,Latin Pastoral,,1658,1658,1658,,,,,,,not in TCP because in Latin?
n/a,n/a,,,"Hawkesworth, Walter",,,,,,no,no,yes,Labyrinthus,,,,Latin CO,,1603,1603,1636,,,,,,,not in TCP because in Latin?
A48148,R11749,A48148,,"Lodge, Thomas",,,,,,yes,yes,no,"Lady Alimony, or The Alimony Lady",,CO,,CO,,1659,1659,1659,1659,,,,,,
A30315,R30260,A30315,,"Burnell, Henry",,,,,,yes,yes,no,Landgartha,,TC,,TC,,1639,1640,1641,1641,Ogilby's Men,,,,,
A19977,S105215,A19977,,"Day, John",,,,,,yes,yes,no,Law Tricks,,CO,,CO,,1604,1604,1608,1608,Children of the Queen's Revels,,,,,
A01353,S105663,A01353,472,"Fulwel, Ulpian",,,,,,yes,no,no,Like Will to Like,"Printed: Like Will to Like, quoth the Devil to the Collier / Later assigned: Like Will to Like",IN,moral,Moral IN,play; IN,1568,1568,1568,1587,,,,yes,yes,
A13804,S118457,A13804,,"Tomkis, Thomas",,,,,,yes,yes,no,"Lingua, or The Combat of the Tongue and the Five Senses for Superiority",,CO,,Academic Moral,,1602,1607,1607,1607,,,,,,
A62894,R23455,A62894,,"Tomkis, Thomas",,,,,,yes,no,no,"Lingua, or The Combat of the Tongue and the Five Senses for Superiority",,CO,,Academic Moral,,1602,1607,1607,1657,,,,,,
A11262,S106301,A11262,885,"S., W.",,,,,,yes,yes,no,Locrine,"Printed: The Lamentable Tragedy of Locrine, the Eldest Son of King Brutus / Contemporary: The Lamentable Tragedy of Locrine, the Eldest Son to King Brutus / Later Assigned: Locrine",TR,TR,Pseudo-History,TR,1591,1594,1595,1595,,,,pentameter and prose,blank verse and couplets,
A01853,S103225,A01853,,"Gomersall, Robert",,,,,,yes,yes,no,Lodovick Sforza,,TR,,TR,,1628,1628,1628,1628,,,,,,
A03228,S106209,,,"Heywood, Thomas",,,,,,no,no,yes,"Londini Artium et Scientiarum Scaturigo, or London's Fountain of Arts and Sciences",,,,Civic Pageant,,1632,1632,1632,,,,,,,
A03229,S106210,,,"Heywood, Thomas",,,,,,no,no,yes,"Londini Emporia, or London's Mercatura",,,,Civic Pageant,,1633,1633,1633,,,,,,,
not in tcp?,S92966,,,"Heywood, Thomas",,,,,,no,no,yes,"Londini Sinus Salutis, or London's Harbor of Health and Happiness",,,,Civic Pageant,,1635,1635,1635,,,,,,,
A03230,S106211,,,"Heywood, Thomas",,,,,,no,no,yes,"Londini Speculum, or London's Mirror",,,,Civic Pageant,,1637,1637,1637,,,,,,,
A03233,S104064,,,"Heywood, Thomas",,,,,,no,no,yes,"Londini Status Pacatus, or London's Peaceable Estate",,,,Civic Pageant,,1639,1639,1639,,,,,,,
A03234,S106212,,,"Heywood, Thomas",,,,,,no,no,yes,London's Ius Honorarium,,,,Civic Pageant,,1631,1631,1631,,,,,,,
A03019,S103981,,,"Munday, Anthony",,,,,,no,no,yes,London's Love to Prince Henry,,,,Royal EN,,1610,1610,1610,,,,,,,
B01146,S1084,,,"Dekker, Thomas",,,,,,no,no,yes,"London's Tempe, or The Field of Happiness",,,,Civic Pageant,,1629,1629,1629,,,,,,,
A77794,R206557,,,"Bulteel, John (younger)",,,,,,no,no,yes,London's Triumph for Robert Tichborne,,,,Civic Pageant,,1656,1656,1656,,,,,,,
A63201,R38278,,,"Tatham, John",,,,,,no,no,yes,London's Triumph for Thomas Allen,,,,Civic Pageant,,1659,1659,1659,,,,,,,
A63216,R126,,,"Tatham, John",,,,,,no,no,yes,"London's Triumph, Presented by Industry and Honor",London's Triumph for John Ireton,,,Civic Pageant,,1658,1658,1658,,,,,,,
A06333,S109639,,1184,Anonymous,,,,,,no,no,yes,Look About You,"Printed: Look About You / Later assigned: Look About You, or Run, Redcap",,CO,CO,CO,1599,1599,1600,,Admiral's (Nottingham's) Men,,presumably at the Rose,pentameter and prose,blank verse and couplets,
A69900,R17488,A69900,,"Davenant, Sir William",,,,,,yes,yes,no,Love and Honor,"The Courage of Love; The Nonpareilles, or The Matchless Maids",TC,,TC,,1634,1634,1649,1649,King's Men,,,,,
A50686,R29528,A50686,,"Meriton, Thomas",,,,,,yes,yes,no,Love and War,,TR,,TR,,1658,1658,1658,1658,,,,,,
A13393,R26274,A13393_02,,"Tatham, John",,,,,,yes,yes,no,Love Crowns the End,,CO,,Pastoral,,1632,1632,1640,1640,,,,,,
A04632,S112455,play in collection,,"Jonson, Ben",,,,,,no,no,yes,Love Freed from Ignorance and Folly,,,,MA,,1611,1611,1616,,,,,,,"not transcribed, excluded for now"
A56797,R12208,A56797,,"Peaps, William.",,,,,,yes,yes,no,"Love in Its Ecstasy, or The Large Prerogative",,CO,,Pastoral Tragicomedy,,1634,1634,1649,1649,,,,,,
A04632,S112455,play in collection,,"Jonson, Ben",,,,,,no,no,yes,Love Restored,,,,MA,,1612,1612,1616,,,,,,,"not transcribed, excluded for now"
B14287,S119453,,,"Jonson, Ben",,,,,,no,no,yes,Lovers Made Men,The Masque at Lord Hay's,,,MA,,1617,1617,1617,,,,,,,
A12143,S117371,A12143,,"Shirley, James",,,,,,yes,yes,no,Love's Cruelty,,TR,,TR,,1631,1631,1640,1640,Queen Henrietta Maria's Men,,,,,
A27177,R22900,A27177_25,,"Beaumont, Francis","Fletcher, John","Massinger, Philip",,,,yes,yes,no,"Love's Cure, or The Martial Maid",,CO,,CO,,1606,1606,1647,1647,King's Men,,,,,
A39718,R14630,A39718,,"Flecknoe, Richard",,,,,,yes,yes,no,Love's Dominion,,TC,,TC,,1654,1654,1654,1654,,,,,,
A11954,S111228,A11954_07,1031,"Shakespeare, William",,,,,,yes,yes,no,Love's Labours Lost,Performed+Printed: Love's Labours Lost / Contemporary: Love-Labours Lost; Love's Labour Lost / Alternative Modernization: Love's Labour's Lost,CO,CO,CO,CO,1594,1595,1598,1623,Lord Chamberlain's (Hunsdon's) Men,the Theatre (presumably),,mixed,mixed,
A06620,S109730,A06620,841,"Lyly, John",,,,,,yes,yes,no,Love's Metamorphosis,Printed: Love's Metamorphosis,TC,pastoral comedy,Pastoral,pastoral comedy,1590,1590,1601,1601,Children of Paul's (first),Children of Paul's (first); Children of the Chapel (second),,prose,,
A03235,S106146,A03235,,"Heywood, Thomas",,,,,,yes,no,no,"Love's Mistress, or The Queen's Masque","Cupid and Psyche, or Cupid's Mistress",MA,,Classical Legend,,1634,1634,1636,1636,Queen Henrietta Maria's Men,,,,,
A27177,R22900,A27177_33,,"Beaumont, Francis","Fletcher, John",,,,,yes,yes,no,Love's Pilgrimage,,TC,,TC,,1616,1616,1647,1647,King's Men,,,,,
A19479,S108967,A19479,,"Cowley, Abraham",,,,,,yes,yes,no,Love's Riddle,,CO,,Pastoral,,1633,1633,1638,1638,,,,,,
A01056,S102512,A01056,,"Ford, John",,,,,,yes,yes,no,Love's Sacrifice,,TR,,TR,,1632,1632,1633,1633,Queen Henrietta Maria's Men,,,,,
A04655,S109235,A04655,,"Jonson, Ben",,,,,,yes,no,no,Love's Triumph Through Callipolis,,MA,,MA,,1630,1631,1630,1630,,,,,,
A31612,R11660,A31612,,"Chamberlain, William",,,,,,yes,yes,no,Love's Victory,,TC,,TC,,1658,1658,1658,1658,,,,,,
A72473,S111824,play in collection,,"Jonson, Ben",,,,,,no,no,yes,Love's Welcome at Bolsover,,,,Royal EN,,1634,1634,1641,,,,,,,
n/a,n/a,,,"Hacket, John",,,,,,no,no,yes,Loyola,,,,Latin CO,,1623,1623,1648,,,,,,,not in TCP because in Latin?
n/a,n/a,,,"Hacket, John",,,,,,no,no,yes,Loyola; Stoicus Vapulans; Cancer; Paria,,,,n/a,,,,1648,,,,,,,
A06453,S108941,A06453,,"Davenant, William",,,,,,yes,no,no,"Luminalia, or The Festival of Light",,MA,,MA,,1637,1638,1637,1637,,,,,,
A49479,R7118,A49479,1235,"Dekker, Thomas","Haughton, William","Day, John",,,,yes,yes,no,"Lust's Dominion, or The Lascivious Queen","Performed: The Spanish Moor's Tragedy / Printed: Lust's Dominion, or The Lascivious Queen / Later assigned: The Lascivious Queen; The Spanish Moor",TR,TR,TR,TR,1600,1600,1657,1657,Admiral's (Nottingham's) Men,,the Rose,pentameter and prose,no,
A14846,S111631,A14846,221,"Wever, R.",,,,,,yes,no,no,Lusty Juventus,Printed: Lusty Juventus / Contemporary: Juventus,IN,moral,Anti-Catholic Moral,IN; play,1547,1550,1550,1565,,,,yes,yes,
A11954,S111228,A11954_31,,"Shakespeare, William","Middleton, Thomas",,,,,yes,yes,no,Macbeth,,TR,,TR,,1606,1606,1623,1623,King's Men,,,,,
not in tcp?,S125968,,,"Skelton, John",,,,,,no,no,yes,Magnificence,,,,Moral IN,,1515,1515,[1530?],,,,,,,
A29660,R23005,A29660,,Anonymous,,,,,,yes,yes,no,Marcus Tullius Cicero,,TR,,TR,,1651,1651,1651,1651,,,,,,
A17956,S107482,A17956,,"Cary, Elizabeth",,,,,,yes,yes,no,"Mariam, the Fair Queen of Jewry",,TR,,TR,,1602,1604,1613,1613,,,,,,
A11276,R3852,,,"Sadler, John",,,,,,no,no,yes,Masquerade du Ciel,,,,MA,,1640,1640,1640,,,,,,,
A04632,S112455,A04632,,"Jonson, Ben",,,,,,yes,no,no,Masques at Court,,MA,,n/a,,1616,,1616,1616,,,,,,"no playfile number, so not extracted in this form? some individual masques included"
A20088,S105283,A20088,,"Dekker, Thomas",,,,,,yes,yes,no,Match Me in London,,CO,,TC,,1611,1611,1631,1631,Queen Anne's Men,,,,,
A18415,S107953,A18415,,"Chapman, George",,,,,,yes,yes,no,May Day,,CO,,CO,,1602,1602,1611,1611,Children of the Chapel (second),,,,,
A11954,S111228,A11954_04,,"Shakespeare, William","Middleton, Thomas",,,,,yes,yes,no,Measure for Measure,,CO,,CO,,1603,1603,1623,1623,King's Men,,,,,
A11909,S117108,A11909_07,422,"Seneca, Lucius Annaeus",,,,,"Studley, John",yes,yes,no,Medea,Printed: Medea,TR,TR,TR,TR,1566,1566,1566,1581,,,,yes,yes,
A11912,S110871,A11912,422,"Seneca, Lucius Annaeus",,,,,"Studley, John",yes,no,no,Medea,Printed: Medea,TR,TR,TR,TR,1566,1566,1566,1566,,,,yes,yes,
A59170,R17531,A59170,,"Seneca, Lucius Annaeus",,,,,"Sherburne, Edward",yes,yes,no,Medea,,TR,,TR,,1648,1648,1648,1648,,,,,,
n/a,n/a,,,"Brooke, Samuel",,,,,,no,no,yes,Melanthe,,,,Latin Pastoral,,1615,1615,1615,,,,,,,not in TCP because in Latin?
n/a,n/a,,719,"Gager, William",,,,,,no,no,yes,Meleager,Printed: Meleager,,TR,Latin TR,tragoedia,1582,1582,DEEP: 1592 / Wiggins: 1593,,,,"Christ Church, Oxford",yes,,not in TCP because in Latin?
n/a,n/a,,,"Gager, William",,,,,,no,no,yes,"Meleager, Hippolytus (additions)",,,,n/a,,,,1592,,,,,,,
not in tcp?,S110476,,935,Plautus,,,,,"Warner, William",no,no,yes,Menaechmi,Printed: Menaechmi / Contemporary: Menaechmus,,CO,CO,CO,1592,1592,1595,,,,,no,,
A29238,R16567,A29238,,"Brathwait, Richard",,,,,,yes,yes,no,"Mercurius Britannicus, or The English Intelligencer","The Censure of Judges, or The Court Cure",TC,,Political Comedy,,1641,1641,1641,1641,,,,,,
A04632,S112455,play in collection,,"Jonson, Ben",,,,,,no,no,yes,Mercury Vindicated from the Alchemists at Court,,,,MA,,1616,1616,1616,,,,,,,
A68655,S115965,A68655,,"Richards, Nathaniel",,,,,,yes,yes,no,"Messalina, the Roman Empress",,TR,,TR,,1634,1635,1640,1640,King's Revels Company,,,,,
A07904,S112990,,,"Munday, Anthony",,,,,,no,no,yes,Metropolis Coronata,,,,Civic Pageant,,1615,1615,1615,,,,,,,
A07505,S112589,A07505,,"Middleton, Thomas",,,,,,yes,yes,no,Michaelmas Term,,CO,,CO,,1604,1604,1607,1607,Children of Paul's (second),,,,,
A07975,S113064,A07975,,"Nabbes, Thomas",,,,,,yes,no,no,Microcosmus,,MA,,Moral MA,,1637,1637,1637,1637,Queen Henrietta Maria's Men,,,,,
A06621,S109733,A06621,835,"Lyly, John",,,,,,yes,yes,no,Midas,Printed: Midas,CO,CO,CO,CO,1589,1589,1592,1592,Children of Paul's,,,prose,no,
A31023,R17210,A31023,,"Baron, Robert",,,,,,yes,yes,no,Mirza,,TR,,TR,,1655,1655,1655,1655,,,,,,
A89185,R14013,A89185,,Anonymous,,,,,,yes,no,no,Mistress Parliament Brought to Bed,,IN,,Political DI,,1648,1648,1648,1648,,,,,,
A89188,R14014,A89188,,Anonymous,,,,,,yes,no,no,Mistress Parliament Presented in Her Bed,,IN,,Political DI,,1648,1648,1648,1648,,,,,,
A89186,R202895,A89186,,Anonymous,,,,,,yes,no,no,"Mistress Parliament, Her Gossiping",,IN,,Political DI,,1648,1648,1648,1648,,,,,,
A89187,R14149,A89187,,Anonymous,,,,,,yes,no,no,"Mistress Parliament, Her Invitation of Mistress London",,IN,,Political DI,,1648,1648,1648,1648,,,,,,
A69093,S107709,A69093,,"Chapman, George",,,,,,yes,yes,no,Monsieur D'Olive,,CO,,CO,,1605,1605,1606,1606,Children of the Queen's Revels,,,,,
A14871,S111504,,,"Webster, John",,,,,,no,no,yes,Monuments of Honor,,,,Civic Pageant,,1624,1624,1624,,,,,,,
A50799,R16830,A50799_01,,"Middleton, Thomas",,,,,,yes,yes,no,More Dissemblers Besides Women,,CO,,CO,,1614,1614,1657,1657,King's Men,,,,,
A72473,S111824,play in collection,,"Jonson, Ben",,,,,,no,no,yes,Mortimer His Fall,,,,HI,,1595,1637,1640/1641?,,,,,,,
A06622,S114225,A06622,,"Lyly, John",,,,,,yes,yes,no,Mother Bombie,,CO,,CO,,1587,1591,1594,1594,Children of Paul's (first),,,,,
A07859,S106305,A07859,884,Anonymous,,,,,,yes,yes,no,Mucedorus and Amadine,"Printed: Mucedorus, the King's Son of Valencia, and Amadine, the King's Daughter of Aragon / Later assigned: Mucedorus; Mucedorus and Amadine",CO,romance,Romantic Comedy,CO,1588,1590,1598,1598,,,,pentameter and prose,blank verse and couplets,
A41993,R11499,A41993,884,Anonymous,,,,,,yes,no,no,Mucedorus and Amadine,"Printed: Mucedorus, the King's Son of Valencia, and Amadine, the King's Daughter of Aragon / Later assigned: Mucedorus; Mucedorus and Amadine",CO,romance,Romantic Comedy,CO,1588,1590,1598,1656,,,,pentameter and prose,blank verse and couplets,
A11954,S111228,A11954_06,1148,"Shakespeare, William",,,,,,yes,yes,no,Much Ado About Nothing,Performed+Printed: Much Ado About Nothing / Contemporary: Benedick and Beatrice,CO,CO,CO,CO,1598,1598,1600,1623,Lord Chamberlain's (Hunsdon's) Men,,presumably the Curtain,prose and pentameter,no,
A02226,S120837,A02226_05,1041,"Greville, Fulke",,,,,,yes,yes,no,Mustapha,Printed: The Tragedy of Mustapha / Contemporary: The Tragedy of Mustapha and Zanger,TR,TR,TR,TR,1596,1596,1609,1633,,,,yes,blank verse and couplets,
A02227,S103431,A02227,1041,"Greville, Fulke",,,,,,yes,no,no,Mustapha,Printed: The Tragedy of Mustapha / Contemporary: The Tragedy of Mustapha and Zanger,TR,TR,TR,TR,1596,1596,1609,1609,,,,yes,blank verse and couplets,
n/a,n/a,,,"Cowley, Abraham",,,,,,no,no,yes,Naufragium Joculare,,,,Latin CO,,1638,1638,1638,,,,,,,not in TCP because in Latin?
A04656,S109198,A04656,,"Jonson, Ben",,,,,,yes,no,no,Neptune's Triumph for the Return of Albion,,MA,,MA,,1624,1624,1624,1624,,,,,,
A08065,S113150,A08065,,Anonymous,,,,,,yes,yes,no,Nero,Piso's Conspiracy,TR,,TR,,1624,1624,1624,1624,,,,,,
not in tcp?,S105160,,544,Anonymous,,,,,,no,no,yes,New Custom,Performed/Printed: New Custom / Contemporary: New Guise (possibly),,moral,Protestant Moral,IN,1570,1571,1573,,,,,yes,yes,
A72473,S111824,play in collection,,"Jonson, Ben",,,,,,no,no,yes,News from the New World Discovered in the Moon,,,,MA,,1620,1620,1641,,,,,,,
A52243,R12979,,,Anonymous,,,,,,no,no,yes,"News Out of the West, or The Character of a Mountebank",,,,Comic IN,,1647,1647,1647,,,,,,,
A14713,S102099,A14713,203,Anonymous,,,,,,yes,no,no,Nice Wanton,Printed: Nice Wanton / Later assigned: The Nice Wanton,IN,moral,Anti-Catholic Moral,IN,1550,1550,1560,1560,,,,yes,yes,
A50795,R16728,A50795,,"Middleton, Thomas",,,,,,yes,yes,no,"No Wit, No Help Like a Woman's",,CO,,CO,,1611,1611,1657,1657,Lady Elizabeth's Men,,,,,
A08262,S113225,A08262,,Anonymous,,,,,,yes,yes,no,Nobody and Somebody,,HI,,Pseudo-History,,1603,1605,1606,1606,Queen Anne's Men,,,,,
A20098,S109552,A20098,,"Dekker, Thomas","Webster, John",,,,,yes,yes,no,Northward Ho,,CO,,CO,,1605,1605,1607,1607,Children of Paul's (second),,,,,
A04632,S112455,play in collection,,"Jonson, Ben",,,,,,no,no,yes,"Oberon, the Faery Prince",,,,MA,,1611,1611,1616,,,,,,,"not transcribed, excluded for now"
A11909,S117108,A11909_09,425,"Seneca, Lucius Annaeus",,,,,"Nuce, Thomas",yes,yes,no,Octavia,Printed: Octavia,TR,TR,TR,TR,1566,1566,1566,1581,,,,yes,yes,
A11917,S110938,A11917,425,"Seneca, Lucius Annaeus",,,,,"Nuce, Thomas",yes,no,no,Octavia,Printed: Octavia,TR,TR,TR,TR,1566,1566,1566,1566,,,,yes,yes,
A11909,S117108,A11909_05,333,"Seneca, Lucius Annaeus",,,,,"Neville, Alexander",yes,yes,no,Oedipus,"Printed: Oedipus, the Son of Laius, King of Thebes / Contemporary: The Lamentable History of the Prince Oedipus; Oedipus",TR,TR,TR,TR; HI,1560,1563,1563,1581,,,,yes,yes,
A11913,S110874,A11913,333,"Seneca, Lucius Annaeus",,,,,"Neville, Alexander",yes,no,no,Oedipus,"Printed: Oedipus, the Son of Laius, King of Thebes / Contemporary: The Lamentable History of the Prince Oedipus; Oedipus",TR,TR,TR,TR; HI,1560,1563,1563,1563,,,,yes,yes,
not in tcp?,S126193,,1,Anonymous,,,,,,no,no,yes,"Old Christmas, or Good Order","Printed: The Play of Good Order / Later assigned: Old Christmas, or Good Order",,moral,Moral IN,play,1533,1533,[1533],,,,,yes,yes,
A20076,S105256,A20076,1217,"Dekker, Thomas",,,,,,yes,yes,no,Old Fortunatus,Performed: Fortunatus / Printed: Old Fortunatus / Contemporary: The Whole History of Fortunatus; Old Fortunatus in his New Livery; Fortunatus and His Purse and Wishing-Cap (possibly); Fortunatus peitl und Wünschheitel (possibly); Tragödie von Fortunato (possibly),CO,romance,CO,HI; CO; tragoedia,1599,1599,1600,1600,Admiral's (Nottingham's) Men,,the Rose,pentameter and prose,blank verse and couplets,
A01840,S103295,A01840,,"Goffe, Thomas",,,,,,yes,no,no,Orestes,,TR,,TR,,1616,1617,1633,1633,,,,,,
A85334,R202218,A85334_03,,"Goffe, Thomas",,,,,,yes,yes,no,Orestes,,TR,,TR,,1616,1617,1633,1656,,,,,,
A66091,R6520,,,"Willan, Leonard",,,,,,no,no,yes,"Orgula, or The Fatal Error",,,,TR,,1658,1658,1658,,,,,,,
A02125,S105966,A02125,876,"Greene, Robert",,,,,,yes,yes,no,Orlando Furioso,"Performed: Orlando / Printed: Orlando Furioso, One of the Twelve Peers of France / Contemporary: Orlando furioso",HI,romance,Romantic Comedy,HI; comoedia,1591,1591,1594,1594,Queen's Men,Admiral's (Nottingham's) Men - almost simultaneously,,pentameter and prose,no,
A34249,R7498,A34249,,"Carlell, Lodowick",,,,,,yes,yes,no,"Osmond the Great Turk, or The Noble Servant",,TR,,TC,,1622,1622,1657,1657,King's Men,,,,,
A11954,S111228,A11954_34,,"Shakespeare, William",,,,,,yes,yes,no,Othello,"Othello, the Moor of Venice",TR,,TR,,1603,1604,1622,1623,King's Men,,,,,
n/a,n/a,,915,"Gager, William",,,,,,no,no,yes,Panniculus Hippolyto Assutus,Performed: Hippolytus / Printed: Panniculus Hippolyto Senecae tragoediae assustus ['A patch sewn onto Seneca's tragedy Hippolytus'],,TR,Latin TR,tragoedia,1592,1592,1592,,,,"Christ Church, Oxford",yes,,not in TCP because in Latin?
A72473,S111824,play in collection,,"Jonson, Ben",,,,,,no,no,yes,"Pan's Anniversary, or The Shepherds' Holiday",,,,MA,,1621,1621,1641,,,,,,,
A07077,S109899,A07077,,"Marston, John",,,,,,yes,yes,no,"Parasitaster, or The Fawn",,CO,,CO,,1604,1604,1606,1606,Children of the Queen's Revels,,,,,
n/a,n/a,,,"Vincent, Thomas",,,,,,no,no,yes,Paria,,,,Latin CO,,1628,1628,1648,,,,,,,not in TCP because in Latin?
not in tcp?,S2294,,,Anonymous,,,,,,no,no,yes,"Pater, Filius, et Uxor, or The Prodigal Son",,,,IN,,1530,1530,[1530?],,,,,,,
not in tcp?,S114196,,,Anonymous,,,,,,no,no,yes,"Pathomachia, or The Battle of Affections",Love's Loadstone,,,Moral,,1616,1617,1630,,,,,,,
not in tcp?,S94716,,350,"Phillip, John",,,,,,no,no,yes,Patient and Meek Grissel,Printed: The Comedy of Patient and Meek Grissil / Contemporary: Meek and Patient Grissil; The History of Patient Grissil / Later assigned: Patient Grissil / Alternative modernizations: Patient Grisell; Patient Griseld; Patient Grisild,,moral,CO,HI; CO; play,1558,1559,[1569?],,,,,yes,yes,
A20077,S105257,A20077,1230,"Dekker, Thomas","Chettle, Henry","Haughton, William",,,,yes,yes,no,Patient Grissel,Performed+Printed: Patient Grissil / Contemporary: Grissil / Alternative modernizations: Patient Grisell; Patient Griseld; Grisild; Crysella (possibly),CO,CO,CO,CO,1600,1600,1603,1603,Admiral's (Nottingham's) Men,,the Rose,prose and pentameter,blank verse and couplets,
A09214,S114425,,697,"Forsett, Edward",,,,,,no,no,yes,Pedantius,Performed+Printed+MS: Pedantius,,CO,Latin Satirical CO,comoedia; CO,1581,1581,1631,,,,"Trinity College, Cambridge",no,,
A12024,S111194,A12024,,"Shakespeare, William","Wilkins, George",,,,,yes,yes,no,Pericles,"Pericles, Prince of Tyre",TC,,TC,,1606,1608,1609,1609,King's Men,,,,,
A01047,S102422,A01047,,"Ford, John",,,,,,yes,yes,no,Perkin Warbeck,,HI,,HI,,1633,1633,1634,1634,Queen Henrietta Maria's Men,,,,,
A06343,S101198,A06343,,"Beaumont, Francis","Fletcher, John",,,,,yes,yes,no,Philaster,"Philaster, or Love Lies a-Bleeding",TC,,TC,,1609,1609,1620,1620,King's Men,,,,,
